tai buvo tiesiog sudėtingesnė tautinės sąmonės forma , būdinga tokiems žmonėms kaip mykolas riomeris .	tai būti tiesiog sudėtingas tautinis sąmonė forma , būdingas toks žmogus kaip mykolas riomeris .	PRO 3;ACT;FIN;IND;POS;PST;SG;V ADV ADJ;CMPR;FEM;INDF;NOM;SG ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG FEM;N;NOM;SG _ ADJ;FEM;INDF;NOM;SG DAT;DET;MASC;PL DAT;MASC;N;PL CONJ MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG _
tačiau nedaugelis šiandien žino , kad tais laikais tokius juostinius bei kasetinius magnetofonus , dedamus į ryškia oranžine arba raudona spalva nudažytas kapsules , gamino tiktai vilniuje .	tačiau nedaugelis šiandien žinoti , kad tas laikas toks juostinis bei kasetinis magnetofonas , dėti į ryškus oranžinis arba raudonas spalva nudažyti kapsulė , gaminti tiktai vilnius .	CONJ MASC;N;NEG;NOM;SG ADV 3;ACT;FIN;IND;POS;PRS;SG;V _ CONJ DET;INS;MASC;PL INS;MASC;N;PL ACC;MASC;PL;PRO ACC;ADJ;INDF;MASC;PL CONJ ACC;ADJ;INDF;MASC;PL ACC;MASC;N;PL _ ACC;ACT;INDF;MASC;PL;POS;PRS;V;V.PTCP ADP ADJ;FEM;INDF;INS;SG ADJ;FEM;INDF;INS;SG CONJ ADJ;FEM;INDF;NOM;SG FEM;N;NOM;SG INDF;MASC;NOM;PASS;POS;PST;SG;V;V.PTCP ACC;FEM;N;PL _ 3;ACT;FIN;IND;POS;PST;SG;V ADV ESS;MASC;PROPN;SG _
kad ir kokios būtų su tuo susijusios problemos , kad ir kiek jas bandytų išpūsti rasistai , nei viena europos sąjungos tauta nerodo nutautėjimo požymių .	kad ir koks būti su tuo susyti problema , kad ir kiek jie bandyti išpūsti rasistas , nei vienas europa sąjunga tauta rodyti nutautėjimas požymis .	CONJ CONJ FEM;NOM;PL;PRO 3;ACT;COND;FIN;POS;SG;V ADP PRO ACT;FEM;INDF;NOM;PL;POS;V;V.PTCP FEM;N;NOM;PL _ CONJ CONJ ADV 3;ACC;FEM;PL;PRO 3;ACT;COND;FIN;PL;POS;V ACT;NFIN;POS;V MASC;N;NOM;PL _ CONJ ADJ;FEM;INDF;NOM;SG FEM;GEN;PROPN;SG FEM;GEN;PROPN;SG FEM;N;NOM;SG 3;ACT;FIN;IND;NEG;PRS;SG;V GEN;MASC;N;SG GEN;MASC;N;PL _
gali pasisakyti prieš imigraciją , bet negali niekinti , mušti ir žiauriai deportuoti imigrantų .	galėti pasisakyti prieš imigracija , bet galėti niekinti , mušti ir žiauriai deportuoti imigrantas .	3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;V ADP ACC;FEM;N;SG _ CONJ 3;ACT;FIN;IND;NEG;PRS;SG;V ACT;NFIN;POS;V _ ACT;NFIN;POS;V CONJ ADV ACT;NFIN;POS;V GEN;MASC;N;PL _
iš viso kurti fetišą , stabą iš valstybės – nepriimtina praktika , nes ji pažeidžia pirmąjį dievo įsakymą , privalomą ir krikščioniui , ir šiaip jau mąstančiam žmogui .	iš visas kurti fetišas , stabas iš valstybė – priimti praktika , nes ji pažeisti pirmas dievas įsakymas , privalėti ir krikščionis , ir šiaip jau mąstyti žmogus .	ADP GEN;MASC;PRO;SG ACT;NFIN;POS;V ACC;MASC;N;SG _ ACC;MASC;N;SG ADP FEM;GEN;N;SG _ FEM;INDF;INS;NEG;SG;V;V.PTCP FEM;N;NOM;SG _ CONJ 3;FEM;NOM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADJ;DEF;MASC;SG GEN;MASC;PROPN;SG ACC;MASC;N;SG _ ACC;INDF;MASC;PASS;POS;PRS;SG;V;V.PTCP CONJ DAT;MASC;N;SG _ CONJ ADJ ADV ACT;DAT;INDF;MASC;POS;PRS;SG;V;V.PTCP DAT;MASC;N;SG _
tuo tarpu sokratas , nors ir buvo vedęs , atrodo , nevengė nuotykių su gražių jaunikaičiu alkibiadu ir kitais .	tuo tarpu sokratas , nors ir būti vedęs , atrodyti , vengti nuotykis su gražus jaunikaitis alkibiadas ir kitas .	ADV ADV MASC;NOM;PROPN;SG _ CONJ CONJ 3;ACT;FIN;IND;POS;PST;SG;V MASC;N;NOM;SG _ 3;ACT;FIN;IND;POS;PRS;SG;V _ 3;ACT;FIN;IND;NEG;PST;SG;V GEN;MASC;N;PL ADP ADJ;GEN;INDF;MASC;PL INS;MASC;N;SG INS;MASC;PROPN;SG CONJ ADJ;INDF;INS;MASC;PL _
savarankiškas , nieko neribojamas valstybingumas laikomas absoliučia ir pirmąja vertybe , nepalyginti svarbesne už demokratiją , žmogiškumą ar sveiką protą .	savarankiškas , niekas riboti valstybingumas laikyti absoliutus ir pirmas vertybė , palyginti svarbus už demokratija , žmogiškumas ar sveikas protas .	ADJ;INDF;MASC;NOM;SG _ GEN;MASC;PRO;SG INDF;MASC;NEG;NOM;PASS;PRS;SG;V;V.PTCP MASC;N;NOM;SG INDF;MASC;NOM;PASS;POS;PRS;SG;V;V.PTCP ADJ;FEM;INDF;INS;SG CONJ ADJ;FEM;INDF;INS;SG FEM;INS;N;SG _ ACT;NEG;NFIN;V ADJ;CMPR;FEM;INDF;INS;SG ADP ACC;FEM;N;SG _ ACC;MASC;N;SG CONJ ACC;ADJ;INDF;MASC;SG ACC;MASC;N;SG _
iš esmės jie puikiai užkonservavo kaip tik tokią lietuvių tautą , kokia patinka mūsų pseudointelektualams .	iš esmė jie puikiai užkonservuoti kaip tik toks lietuvis tauta , koks patikti mūsų pseudointelektualas .	ADP FEM;GEN;N;SG 3;MASC;NOM;PL;PRO ADV 3;ACT;FIN;IND;PL;POS;PST;V ADV ADV ACC;DET;FEM;SG ADJ;GEN;INDF;MASC;PL ACC;FEM;N;SG _ DET;FEM;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V DET DAT;MASC;N;PL _
savo nuomonės skleidimas ir gynimas , net jeigu prieš ją būtų tautos ar bent tautos intelektualų dauguma .	savo nuomonė skleidimas ir gynimas , net jeigu prieš ji būti tauta ar bent tauta intelektualas dauguma .	DET FEM;GEN;N;SG MASC;N;NOM;SG CONJ MASC;N;NOM;SG _ PART CONJ ADP 3;ACC;FEM;PRO;SG 3;ACT;COND;FIN;POS;SG;V FEM;GEN;N;SG CONJ PART FEM;GEN;N;SG GEN;MASC;N;PL FEM;N;NOM;SG _
literatūriniu požiūriu tai bene geriausias aristofano veikalas – su puikiais poetiškais chorais , be to , nemeluotai juokingas .	literatūrinis požiūris tai bene geras aristofano veikalas – su puikis poetiškas choras , be tas , nemeluotai juokingas .	ADJ;INDF;INS;MASC;SG INS;MASC;N;SG PRO PART ADJ;INDF;MASC;NOM;RL;SG GEN;MASC;PROPN;SG MASC;N;NOM;SG _ ADP ADJ;INDF;INS;MASC;PL ADJ;INDF;INS;MASC;PL INS;MASC;N;PL _ ADP GEN;MASC;PRO;SG _ ADV ADJ;INDF;MASC;NOM;SG _
summa summarum lieku optimistas : po nepriklausomybės atgavimo , po ekonominės bei politinės transformacijos ateis laikas ir mentalinei transformacijai .	summa summarum likti optimistas : po nepriklausomybė atgavimas , po ekonominis bei politinis transformacija ateiti laikas ir mentalinis transformacija .	_ _ 1;ACT;FIN;IND;POS;PRS;SG;V MASC;N;NOM;SG _ ADP FEM;GEN;N;NEG;SG GEN;MASC;N;SG _ ADP ADJ;FEM;GEN;INDF;SG CONJ ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG 3;ACT;FIN;FUT;IND;POS;SG;V MASC;N;NOM;SG PART ADJ;DAT;FEM;INDF;SG DAT;FEM;N;SG _
treti buvo nevietinės kilmės lenkai , bet tai nereiškė , kad juos derėjo diskriminuoti .	trečias būti nevietinis kilmė lenkas , bet tai reikšti , kad jie derėti diskriminuoti .	ADJ;INDF;MASC;NOM;PL 3;ACT;FIN;IND;PL;POS;PST;V ADJ;FEM;GEN;INDF;NEG;SG FEM;GEN;N;SG MASC;N;NOM;PL _ CONJ PRO 3;ACT;FIN;IND;NEG;PST;SG;V _ CONJ 3;ACC;PL;PRO 3;ACT;FIN;IND;POS;PST;SG;V ACT;NFIN;POS;V _
strepsiadas – patriarchališkai doras žemdirbys , kurio sūnus , kaip paprastai būna , jau pasidavė naujoms madoms ir dėl to kelia tėvui nerimą .	strepsiadas – patriarchališkas doras žemdirbys , kuris sūnus , kaip paprastai būti , jau pasiduoti naujas mada ir dėl tas kelti tėvas nerimas .	MASC;NOM;PROPN;SG _ ADJ;DAT;FEM;INDF;SG ADJ;INDF;MASC;NOM;SG MASC;N;NOM;SG _ GEN;MASC;PRO;SG ACC;MASC;N;PL _ CONJ ADV 3;ACT;FIN;IND;POS;SG;V _ PART 3;ACT;FIN;IND;PL;POS;PST;V ADJ;DAT;FEM;INDF;PL DAT;FEM;N;PL CONJ ADP GEN;MASC;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V DAT;MASC;N;SG ACC;MASC;N;SG _
leonidas donskis – vienas iš nedaugelio mūsų intelektualų , kuris dar neatmetė sokrato priesaikų – viešai klausia : kas su mumis atsitiko ?	leonidas donskis – vienas iš nedaugelis mūsų intelektualas , kuris dar atmesti sokratas priesaika – viešai klausti : kas su mes atsitikti ?	MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG _ ADJ;INDF;MASC;NOM;SG ADP ADJ;GEN;INDF;MASC;NEG;SG DET GEN;MASC;N;PL _ MASC;NOM;PRO;SG ADV 3;ACT;FIN;IND;NEG;PST;SG;V GEN;MASC;PROPN;SG FEM;GEN;N;PL _ ADV 3;ACT;FIN;IND;POS;PRS;SG;V _ NOM;PRO ADP 1;INS;PL;PRO 3;ACT;FIN;IND;POS;PST;SG;V _
gal tas strepsiadas truputį komiškas , tačiau be jo , anot aristofano , visuomenė ir valstybė nedelsiant sugriūtų .	gal tas strepsiadas truputį komiškas , tačiau be jis , anot aristofano , visuomenė ir valstybė nedelsiant sugriūti .	PART DET;MASC;NOM;SG MASC;NOM;PROPN;SG ADV ADJ;INDF;MASC;NOM;SG _ CONJ ADP 3;GEN;MASC;PRO;SG _ ADP GEN;MASC;PROPN;SG _ FEM;N;NOM;SG CONJ FEM;N;NOM;SG ADV 3;ACT;COND;FIN;POS;SG;V _
antra , tauta darosi ne tiek protėvių kilmės , kiek laisvo pasirinkimo reikalu .	antra , tauta darytis ne tiek protėviai kilmė , kiek laisvas pasirinkimas reikalas .	ADV _ FEM;N;NOM;SG 3;ACT;FIN;IND;POS;PRS;REFL;SG;V CONJ;NEG ADV GEN;MASC;N;PL FEM;GEN;N;SG _ CONJ ADJ;GEN;INDF;MASC;SG GEN;MASC;N;REFL;SG INS;MASC;N;SG _
ši kasmetinė nominacija skiriama asmeniui , stojusiam prieš ksenofobijos bei antisemitizmo , kitaminčių , kitatikių bei kitataučių persekiojimą , pasisakiusiam prieš smurto , prievartos ir radikalizmo apraiškas visuomeniniame lietuvos gyvenime .	šis kasmetinis nominacija skirti asmuo , stoti prieš ksenofobija bei antisemitizmas , kitamintis , kitatikis bei kitatautis persekiojimas , pasisakyti prieš smurtas , prievarta ir radikalizmas apraiška visuomeninis lietuva gyvenimas .	DET;FEM;NOM;SG ADJ;FEM;INDF;NOM;SG FEM;N;NOM;SG INDF;NEUT;PASS;POS;PRS;V;V.PTCP DAT;MASC;N;SG _ ACT;DAT;INDF;MASC;POS;PST;SG;V;V.PTCP ADP FEM;GEN;N;SG CONJ GEN;MASC;N;SG _ GEN;MASC;N;PL _ GEN;MASC;N;PL CONJ GEN;MASC;N;PL ACC;MASC;N;SG _ ACT;DAT;INDF;MASC;POS;PST;SG;V;V.PTCP ADP GEN;MASC;N;SG _ FEM;GEN;N;SG CONJ GEN;MASC;N;SG ACC;FEM;N;PL ADJ;ESS;INDF;MASC;SG FEM;GEN;PROPN;SG ESS;MASC;N;SG _
jį , beje , palaiko ir stiprina faktas , kad lietuva visada buvo – nors nebėra – agrarinė , sodiečių visuomenė .	jis , beje , palaikyti ir stiprinti faktas , kad lietuva visada būti – nors bebūti – agrarinis , sodietis visuomenė .	3;ACC;MASC;PRO;SG _ PART _ 3;ACT;FIN;IND;POS;PRS;SG;V CONJ 3;ACT;FIN;IND;POS;PRS;SG;V MASC;N;NOM;SG _ CONJ FEM;NOM;PROPN;SG ADV 3;ACT;FIN;IND;POS;PST;SG;V _ CONJ 3;ACT;FIN;IND;NEG;PRS;SG;V _ ADJ;FEM;INDF;NOM;SG _ GEN;MASC;N;PL FEM;N;NOM;SG _
esama taip pat psichologinio komplekso , kurį pavadinčiau „ nepriklausomybės fetišizmu “ .	būti taip pat psichologinis kompleksas , kuris pavadinti „ nepriklausomybė fetišizmas “ .	INDF;NEUT;PASS;POS;PRS;V;V.PTCP PART PART ADJ;GEN;INDF;MASC;SG GEN;MASC;N;SG _ ACC;MASC;PRO;SG 1;ACT;COND;FIN;POS;SG;V _ FEM;GEN;N;SG INS;MASC;N;SG _ _
filosofas vytautas radžvilas kalba apie globalistinę indoktrinaciją , smegenų plovimą , apie eurokolaboravimą .	filosofas vytautas radžvilas kalbėti apie globalistinis indoktrinacija , smegenys plovimas , apie eurokolaboravima .	MASC;N;NOM;SG MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADP ACC;ADJ;FEM;INDF;SG ACC;FEM;N;SG _ FEM;GEN;N;PL ACC;MASC;N;SG _ ADP ACC;FEM;N;SG _
kalbėjimas apie savo kaltes ( kuris reikalauja vidinio brandumo ir tam tikrų pastangų ) ją gali kiek palengvinti .	kalbėjimas apie savo kaltė ( kuris reikalauti vidinis brandumas ir tam tikras pastangos ) ji galėti kiek palengvinti .	MASC;N;NOM;SG ADP DET ACC;FEM;N;PL _ MASC;NOM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;GEN;INDF;MASC;SG GEN;MASC;N;SG CONJ DET FEM;GEN;PL;PRO FEM;GEN;N;PL _ 3;ACC;FEM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADV ACT;NFIN;POS;V _
pirmasis sovietų kariuomenės reikmėms skirtas vielinis magnetofonas „ mn-61 “ pradėtas gaminti būtent „ vilmoje “ dar 1961 m .	pirmas sovietas kariuomenė reikmė skirti vielinis magnetofonas „ mn-61 “ pradėti gaminti būtent „ vilma “ dar 1961 m .	ADJ;DEF;MASC;NOM;SG GEN;MASC;PL;PROPN FEM;GEN;N;SG DAT;FEM;N;PL INDF;MASC;NOM;PASS;POS;PST;SG;V;V.PTCP ADJ;INDF;MASC;NOM;SG MASC;N;NOM;SG _ PROPN _ INDF;MASC;NOM;PASS;POS;PST;SG;V;V.PTCP ACT;NFIN;POS;V PART _ ESS;FEM;PROPN;SG _ ADV ADJ N _
tiesa , jis dar neapėmė viso gaublio – tarkime , neapėmė islamo kraštų , - bet netrukus gal apims ir juos .	tiesa , jis dar apimti visas gaublys – tarti , apimti islamas kraštas , - bet netrukus gal apimti ir jie .	FEM;N;NOM;SG _ 3;MASC;NOM;PRO;SG ADV 1;ACT;FIN;IND;NEG;PST;SG;V DET;GEN;MASC;SG GEN;MASC;N;SG _ PART _ 1;ACT;FIN;IND;NEG;PST;SG;V GEN;MASC;N;SG GEN;MASC;N;PL _ _ CONJ ADV PART 3;ACT;FIN;FUT;IND;POS;SG;V PART 3;ACC;PL;PRO _
jis žino , kad pridera tikėti senaisiais dievais – tiksliau , atlikti ritualus jų garbei .	jis žinoti , kad priderėti tikėti senas dievas – tiksliai , atlikti ritualas jų garbė .	3;MASC;NOM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V _ CONJ 3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;V ADJ;DEF;INS;MASC;PL INS;MASC;N;PL _ ADV;CMPR _ ACT;NFIN;POS;V ACC;MASC;N;PL DET DAT;FEM;N;SG _
bet tų laikų atėnuose žydų nebuvo , ir apie juos vargu ar kas buvo girdėjęs – beje , kaip ir jeruzalėje vargu ar buvo girdėję apie atėnus .	bet tas laikas atėnai žydas būti , ir apie jie vargu ar kas būti girdėti – beje , kaip ir jeruzalė vargu ar būti girdėti apie atėnai .	CONJ DET;GEN;INDF;MASC;PL GEN;MASC;N;PL ESS;MASC;PL;PROPN GEN;MASC;N;PL 3;ACT;FIN;IND;NEG;PST;SG;V _ CONJ ADP 3;ACC;PL;PRO PART PART NOM;PRO 3;ACT;FIN;IND;POS;PST;SG;V ACT;INDF;MASC;NOM;POS;PST;SG;V;V.PTCP _ PART _ CONJ PART ESS;FEM;PROPN;SG PART PART 3;ACT;FIN;IND;PL;POS;PST;V ACT;INDF;MASC;NOM;PL;POS;PST;V;V.PTCP ADP ACC;MASC;PL;PROPN _
apskritai paėmus , turkai nebesvajoja apie imperiją ir niekam nėra mirtinai pavojingi – nei bulgarams , nei serbams , nei graikams , pagaliau netgi armėnams .	apskritai paimti , turkas besvajoti apie imperija ir niekas būti mirtinai pavojingas – nei bulgaras , nei serbas , nei graikas , pagaliau netgi armėnas .	ADV ACT;POS;V _ MASC;N;NOM;PL 3;ACT;FIN;IND;NEG;PL;PRS;V ADP ACC;FEM;N;SG CONJ DAT;PRO 3;ACT;FIN;IND;NEG;PRS;SG;V ADV ADJ;INDF;MASC;NOM;PL _ CONJ;NEG DAT;MASC;N;PL _ CONJ;NEG DAT;MASC;N;PL _ CONJ;NEG DAT;MASC;N;PL _ ADV ADV;NEG DAT;MASC;N;PL _
ne vienas mūsų politikas laiko lenkus ir kitas etnines mažumas nelojaliomis ex definitione , o jau jų bendruomenių vadovus – paprasčiausia penktąja kolona .	ne vienas mūsų politikas laikyti lenkas ir kitas etninis mažumas nelojalus ex definitione , o jau jų bendruomenė vadovas – paprasčiausias penktas kolona .	NEG;PART ADJ;INDF;MASC;NOM;SG DET MASC;N;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;MASC;N;PL CONJ ACC;ADJ;FEM;INDF;PL ACC;ADJ;FEM;INDF;PL MASC;N;NOM;SG ADJ;FEM;INDF;INS;NEG;PL ADP _ _ CONJ ADV DET GEN;MASC;N;PL ACC;MASC;N;PL _ FEM;N;NOM;SG ADJ;DEF;FEM;NOM;SG FEM;N;NOM;SG _
o tie , kurie pas jus vadinami dešiniaisiais , pas mus vadinami pusgalviais “ .	o tas , kuris pas jūs vadinti dešinys , pas mes vadinti pusgalvis “ .	CONJ 3;DET;NOM;PL _ MASC;NOM;PL;PRO ADP 2;ACC;PL;PRO ACT;INDF;MASC;NOM;PL;POS;PRS;V;V.PTCP ADJ;DEF;INS;MASC;PL _ ADP 1;ACC;PL;PRO ACT;INDF;MASC;NOM;PL;POS;PRS;V;V.PTCP INS;MASC;N;PL _ _
kai kurie laikinosios vyriausybės nariai gali būti išteisinti , bet tikrai nė vienas jų nebūtų gavęs ordino ir nebūtų paskelbtas tautos patriarchu .	kai kuris laikinas vyriausybė narys galėti būti išteisinti , bet tikrai nė vienas jie būti gauti ordinas ir būti paskelbti tauta patriarchas .	ADV DET;MASC;NOM;PL ADJ;DEF;FEM;GEN;SG FEM;GEN;N;SG DAT;MASC;N;SG 3;ACT;FIN;IND;PL;POS;PRS;V ACT;NFIN;POS;V INDF;MASC;NOM;PASS;PL;POS;PST;V;V.PTCP _ CONJ ADV NEG;PART ADJ;INDF;MASC;NOM;SG 3;GEN;PL;PRO 3;ACT;COND;FIN;NEG;SG;V ACT;INDF;MASC;NOM;POS;PST;SG;V;V.PTCP GEN;MASC;N;SG CONJ 3;ACT;COND;FIN;NEG;SG;V INDF;MASC;NOM;PASS;POS;PST;SG;V;V.PTCP FEM;GEN;N;SG INS;MASC;N;SG _
„ šis apdovanojimas jai skirtas už dialogo kūrimą , atminties skatinimą ir sakymą , kad svetimo skausmo nėra , kad xx amžiaus tragedijos – holokauskas , tremtis – palietė visus lietuvos piliečius , nepaisant jų tautybės “ , – bns sakė sugiharos fondo „ diplomatai už gyvybę “ atstovas linas venclauskas .	„ šis apdovanojimas ji skirti už dialogas kūrimas , atmintis skatinimas ir sakymas , kad svetimas skausmas būti , kad xx amžius tragedija – holokauskas , tremtis – paliesti visas lietuva pilietis , nepaisant jų tautybė “ , – bns sakyti sugihara fondas „ diplomatas už gyvybė “ atstovas linas venclauskas .	_ DET;MASC;NOM;SG MASC;N;NOM;SG 3;DAT;FEM;PRO;SG INDF;MASC;NOM;PASS;POS;PST;SG;V;V.PTCP ADP GEN;MASC;N;SG ACC;MASC;N;SG _ FEM;GEN;N;SG ACC;MASC;N;SG CONJ ACC;MASC;N;SG _ CONJ ADJ;GEN;INDF;MASC;SG GEN;MASC;N;SG 3;ACT;FIN;IND;NEG;PRS;SG;V _ CONJ ADJ GEN;MASC;N;SG FEM;N;NOM;PL _ MASC;NOM;PROPN;SG _ FEM;N;NOM;SG _ 3;ACT;FIN;IND;POS;PST;SG;V ACC;DET;MASC;PL FEM;GEN;PROPN;SG ACC;MASC;N;PL _ ADP DET FEM;GEN;N;SG _ _ _ DAT;MASC;PROPN;SG 3;ACT;FIN;IND;POS;PST;SG;V FEM;GEN;PROPN;SG GEN;MASC;N;SG _ MASC;N;NOM;PL ADP ACC;FEM;N;SG _ MASC;N;NOM;SG MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG _
deja , šiandien lietuvoje , kaip ir sovietmečiu , man knieti pakartoti sokrato žodžius iš aristofano komedijos – „ aš dūstu “ .	deja , šiandien lietuva , kaip ir sovietmetai , aš knietėti pakartoti sokratas žodis iš aristofano komedija – „ aš dusti “ .	INTJ _ ADV ESS;FEM;PROPN;SG _ CONJ PART ESS;MASC;N;PL _ 1;ACC;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;V GEN;MASC;PROPN;SG ACC;MASC;N;PL ADP GEN;MASC;PROPN;SG FEM;GEN;N;SG _ _ 1;NOM;PRO;SG 1;ACT;FIN;IND;POS;PRS;SG;V _ _
bent penkiasdešimt metų , o gal ir ilgiau ( jei turėsime galvoje smetonos autoritarizmo laikotarpį ) lietuvoje stigo normalios , „ sokratiškos “ intelektualios terpės .	bent penkiasdešimt metai , o gal ir ilgai ( jei turėti galva smetona autoritarizmas laikotarpis ) lietuva stigti normalus , „ sokratiškas “ intelektualus terpė .	PART NUM GEN;MASC;N;PL _ CONJ PART PART ADV;CMPR _ CONJ 1;ACT;FIN;FUT;IND;PL;POS;V ESS;FEM;N;SG FEM;GEN;PROPN;SG GEN;MASC;N;SG ACC;MASC;N;SG _ ESS;FEM;PROPN;SG 3;ACT;FIN;IND;POS;PST;SG;V ADJ;FEM;GEN;INDF;SG _ _ ADJ;FEM;GEN;INDF;SG _ ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG _
beje , komedija iš viso yra įskundimas – kaip sovietmečiu sakydavome , donosas .	beje , komedija iš visas būti įskundimas – kaip sovietmečiu sakyti , donosas .	PART _ FEM;N;NOM;SG ADP GEN;MASC;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V MASC;N;NOM;SG _ CONJ ADV 1;ACT;FIN;IND;PL;POS;V _ MASC;N;NOM;SG _
rusai jokiu būdu nėra stalinizmo aukos , o yra sąmoningi jo šalininkai ir tęsėjai ( taip pat duodama suprasti , kad stalinizmas šimtą kartų blogesnis už nacizmą ) .	rusas joks būdas būti stalinizmas auka , o būti sąmoningas jo šalininkas ir tęsėjas ( taip pat duoti suprasti , kad stalinizmas šimtas kartas blogas už nacizmas ) .	MASC;N;NOM;PL DET;INS;MASC;SG INS;MASC;N;SG 3;ACT;FIN;IND;NEG;PRS;SG;V GEN;MASC;N;SG FEM;GEN;N;SG _ CONJ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;INDF;MASC;NOM;PL DET MASC;N;NOM;PL CONJ MASC;N;NOM;PL _ PART PART ACT;FEM;POS;SG;V ACT;NFIN;POS;V _ CONJ MASC;N;NOM;SG ACC;MASC;NUM;SG GEN;MASC;N;PL ADJ;CMPR;INDF;MASC;NOM;SG ADP ACC;MASC;N;SG _ _
autorius aiškiai yra strepsiado pusėje – taip sokratui ir reikia .	autorius aiškiai būti strepsiadas pusė – taip sokratas ir reikėti .	MASC;N;NOM;SG ADV 3;ACT;FIN;IND;POS;PRS;SG;V GEN;MASC;PROPN;SG ESS;FEM;N;SG _ ADV DAT;MASC;PROPN;SG PART 3;ACT;FIN;IND;POS;PRS;SG;V _
„ labai daug išbrokuodavo , nes mes darėme taip , kad būtų įvykdyti planai , o jiems reikėjo kokybės “ , – pasakojo r. beniušis .	„ labai daug išbrokuoti , nes mes daryti taip , kad būti įvykdyti planas , o jie reikėti kokybė “ , – pasakoti r. beniušis .	_ ADV ADV 3;ACT;FIN;IND;POS;SG;V _ CONJ 1;NOM;PL;PRO 1;ACT;FIN;IND;PL;POS;PST;V ADV _ CONJ 3;ACT;COND;FIN;PL;POS;V ACT;NFIN;POS;V MASC;N;NOM;PL _ CONJ 3;DAT;MASC;PL;PRO 3;ACT;FIN;IND;POS;PST;SG;V FEM;GEN;N;SG _ _ _ 3;ACT;FIN;IND;POS;PST;SG;V PROPN MASC;NOM;PROPN;SG _
galų gale ji visada paims viršų .	galas galas ji visada paimti viršus .	GEN;MASC;N;PL ESS;MASC;N;PL 3;FEM;NOM;PRO;SG ADV 3;ACT;FIN;FUT;IND;POS;SG;V ACC;MASC;N;SG _
mąstanti asmenybė jam svarbesnė už kolektyvą , bendruomenę , tautą .	mąstyti asmenybė jis svarbus už kolektyvas , bendruomenė , tauta .	ACT;FEM;INDF;NOM;POS;PRS;SG;V;V.PTCP FEM;N;NOM;SG 3;DAT;MASC;PRO;SG ADJ;CMPR;FEM;INDF;NOM;SG ADP ACC;MASC;N;SG _ ACC;FEM;N;SG _ ACC;FEM;N;SG _
( vilniaus radijo matavimo prietaisų gamykla ) .	( vilnius radijas matavimas prietaisas gamykla ) .	_ GEN;MASC;PROPN;SG GEN;MASC;N;SG GEN;MASC;N;SG GEN;MASC;N;PL FEM;N;NOM;SG _ _
įrašuose - lemtingi pilotų žodžiai	įrašas - lemtingas pilotas žodis	ESS;MASC;N;PL _ ADJ;INDF;MASC;NOM;PL GEN;MASC;N;PL MASC;N;NOM;PL
taip , mano adresas – ne menkutė , izoliuota , visų aplinkui neapkenčianti ir bijanti lietuva , o lietuva europoje , lietuva pasaulyje .	taip , mano adresas – ne menkutis , izoliuoti , visas aplinkui apkentėti ir bijoti lietuva , o lietuva europa , lietuva pasaulis .	PART _ DET MASC;N;NOM;SG _ NEG;PART ADJ;FEM;INDF;NOM;SG _ FEM;INDF;NOM;PASS;POS;PST;SG;V;V.PTCP _ GEN;MASC;PL;PRO ADV ACT;FEM;INDF;NEG;NOM;PRS;SG;V;V.PTCP CONJ ACT;FEM;INDF;NOM;POS;PRS;SG;V;V.PTCP FEM;NOM;PROPN;SG _ CONJ FEM;NOM;PROPN;SG ESS;FEM;PROPN;SG _ FEM;NOM;PROPN;SG ESS;MASC;N;SG _
neturėtume savo nuolatiniu nepasitikėjimu bei tolydžio pabrėžiamomis pretenzijomis kliudyti tokiai rusijai atsirasti .	turėti savo nuolatinis nepasitikėjimas bei tolydžio pabrėžti pretenzija kliudyti toks rusija atsirasti .	1;ACT;COND;FIN;NEG;PL;V DET ADJ;INDF;INS;MASC;SG INS;MASC;N;NEG;REFL;SG CONJ ADV FEM;INDF;INS;PASS;PL;POS;PRS;V;V.PTCP FEM;INS;N;PL ACT;NFIN;POS;V DAT;DET;FEM;SG DAT;FEM;PROPN;SG ACT;NFIN;POS;V _
