část druhá	část druhý	FEM;N;NOM;POS;SG ADJ;FEM;NOM;POS;SG
(2) účetní jednotky uvedené v §_20 zveřejňují účetní závěrku i výroční zprávu po jejich ověření auditorem a po schválení k tomu příslušným orgánem podle zvláštních právních předpisů , a to ve lhůtě do 30 dnů od splnění obou uvedených podmínek , pokud zvláštní právní předpisy nestanoví lhůtu jinou , nejpozději však do konce bezprostředně následujícího účetního období bez ohledu na to , zda byly tyto účetní záznamy uvedeným způsobem schváleny .	(2) účetní jednotka uvedený v §_20 zveřejňovat účetní závěrka i výroční zpráva po jeho ověření auditor a po schválení k ten příslušný orgán podle zvláštní právní předpis , a ten v lhůta do 30 den od splnění oba uvedený podmínka , pokud zvláštní právní předpis stanovit lhůta jiný , pozdě však do konec bezprostředně následující účetní období bez ohled na ten , zda být tento účetní záznam uvedený způsob schválený .	_ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS ADP;ESS _ 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG CONJ ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;ESS 3;DET;PSSP ESS;N;NEUT;POS;SG ANIM;INS;MASC;N;POS;SG CONJ ADP;ESS ESS;N;NEUT;POS;SG ADP;DAT DAT;DET;SG;{MASC/NEUT} ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;PL;POS ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ CONJ ACC;DET;NEUT;SG ADP;ESS ESS;FEM;N;POS;SG ADP;GEN NUM GEN;INAN;MASC;N;PL;POS ADP;GEN GEN;N;NEUT;POS;SG GEN;NUM;PL ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS _ CONJ ADJ;INAN;MASC;NOM;PL;POS ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS 3;ACT;FIN;IND;NEG;PL;PRS;V ACC;FEM;N;POS;SG ACC;ADJ;FEM;POS;SG _ ADV;POS;RL CONJ ADP;GEN GEN;INAN;MASC;N;POS;SG ADV;POS ACT;ADJ;GEN;INAN;IPFV;MASC;POS;PRS;SG;V.PTCP ADJ;GEN;NEUT;POS;SG GEN;N;NEUT;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG ACC;ADP ACC;DET;NEUT;SG _ CONJ ACT;INAN;PL;POS;PST;V;V.PTCP;{FEM/MASC} DET;INAN;MASC;NOM;PL ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} _
§_49	§_49	_
(1) hodnota aktiv celkem uvedená v §_37_odst._2 a v §_37a_odst._3 se zjistí z účetní závěrky nebo z konsolidované účetní závěrky účetní jednotky sestavené za účetní období , ve kterém nebo za které k porušení povinnosti došlo .	(1) hodnota aktiv celkem uvedený v §_37_odst._2 a v §_37a_odst._3 se zjistit z účetní závěrka nebo z konsolidovaný účetní závěrka účetní jednotka sestavený za účetní období , v který nebo za který k porušení povinnost dojít .	_ FEM;N;NOM;POS;SG INAN;MASC;N;NOM;POS;SG ADV ADJ;FEM;NOM;POS;SG ADP;ESS _ CONJ ADP;ESS _ ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ADP;GEN ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG CONJ ADP;GEN ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;POS;SG ACC;ADP ACC;ADJ;NEUT;POS;SG ACC;N;NEUT;POS;SG _ ADP;ESS DET;ESS;SG;{MASC/NEUT} CONJ ACC;ADP ACC;DET;MASC;PL ADP;DAT DAT;N;NEUT;POS;SG FEM;GEN;N;POS;SG ACT;NEUT;POS;PST;SG;V;V.PTCP _
položky " aktiva_celkem " ( netto ) a " pasiva_celkem " se musí rovnat .	položka " "aktiva_celkem" " ( netto ) a " "pasiva_celkem" " se muset rovnat .	FEM;N;NOM;PL;POS _ _ _ _ PART _ CONJ _ _ _ ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V NFIN;POS;V _
informace podle písmen a)_a_b) není účetní jednotka povinna uvést , pokud byly transakce provedeny mezi účetní jednotkou a jejím jediným společníkem .	informace podle písmeno a)_a_b) být účetní jednotka povinný uvést , pokud být transakce provedený mezi účetní jednotka a jeho jediný společník .	FEM;N;NOM;PL;POS ADP;GEN GEN;N;NEUT;PL;POS _ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADJ;POS;{FEM/NEUT};{PL/SG} NFIN;POS;V _ CONJ ACT;INAN;PL;POS;PST;V;V.PTCP;{FEM/MASC} FEM;N;NOM;PL;POS ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} ADP;INS ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG CONJ 3;DET;INS;PSSS;SG;{MASC/NEUT} ADJ;ANIM;INS;MASC;POS;SG ANIM;INS;MASC;N;POS;SG _
změní-li se sazba daně z příjmů , je nutno přepočítat zůstatek účtu odložené daně a rozdíl zaúčtovat prostřednictvím účtu v účtové skupině 59 .	změní-li se sazba daň z příjem , být nutný přepočítat zůstatek účet odložený daň a rozdíl zaúčtovat prostřednictvím účet v účtový skupina 59 .	N;NEUT;POS ACC;PRO;REFL FEM;N;NOM;POS;SG FEM;GEN;N;POS;SG ADP;GEN GEN;INAN;MASC;N;PL;POS _ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;NEUT;POS;SG NFIN;POS;V ACC;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG CONJ INAN;MASC;N;NOM;POS;SG NFIN;POS;V ADP;GEN GEN;INAN;MASC;N;POS;SG ADP;ESS ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG NUM _
opravnými položkami se vyjadřuje přechodné snížení hodnoty majetku ; odpisy majetku vyjadřují trvalé snížení jeho hodnoty .	opravný položka se vyjadřovat přechodný snížení hodnota majetek ; odpis majetek vyjadřovat trvalý snížení jeho hodnota .	ADJ;FEM;INS;PL;POS FEM;INS;N;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;NEUT;NOM;POS;SG N;NEUT;NOM;POS;SG FEM;GEN;N;POS;SG GEN;INAN;MASC;N;POS;SG _ INAN;MASC;N;NOM;PL;POS GEN;INAN;MASC;N;POS;SG 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;NEUT;POS;SG ACC;N;NEUT;POS;SG 3;DET;PSSS FEM;GEN;N;POS;SG _
(3) účetní záznam určený k přenosu musí být podepsán vlastnoručním podpisem nebo uznávaným elektronickým podpisem podle zvláštního právního předpisu anebo obdobným průkazným účetním záznamem v technické formě .	(3) účetní záznam určený k přenos muset být podepsaný vlastnoruční podpis nebo uznávaný elektronický podpis podle zvláštní právní předpis anebo obdobný průkazný účetní záznam v technický forma .	_ ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG ADJ;INAN;MASC;NOM;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V NFIN;POS;V ADJ;MASC;PASS;POS;SG;V.PTCP ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG CONJ ADJ;INAN;INS;MASC;POS;SG ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG CONJ ADJ;INAN;INS;MASC;POS;SG ADJ;INAN;INS;MASC;POS;SG ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ADP;ESS ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG _
povinnost použít ustanovení §_25_odst._3 a ostatní ustanovení týkající se použití účetních metod k rozvahovému dni při sestavování mezitímní účetní závěrky se na vybrané účetní jednotky nevztahuje .	povinnost použít ustanovení §_25_odst._3 a ostatní ustanovení týkající se použití účetní metoda k rozvahový den při sestavování mezitímní účetní závěrka se na vybraný účetní jednotka vztahovat .	ACC;FEM;N;POS;SG NFIN;POS;V ACC;N;NEUT;POS;SG _ CONJ ADJ;NEUT;NOM;POS;SG N;NEUT;NOM;POS;SG ACT;ADJ;IPFV;NEUT;NOM;POS;PRS;SG;V.PTCP ACC;PRO;REFL GEN;N;NEUT;POS;SG ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADP;DAT ADJ;DAT;INAN;MASC;POS;SG DAT;INAN;MASC;N;POS;SG ADP;ESS ESS;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ACC;PRO;REFL ACC;ADP ACC;ADJ;FEM;PL;POS ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS 3;ACT;FIN;IND;NEG;PRS;SG;V _
(1) účetní jednotka , která není podnikatelem , se dopustí přestupku tím , že a) nevede účetnictví podle §_4_odst._2_až_6 , b) nesestaví účetní závěrku podle §_6_odst._4 , nebo nesestaví účetní závěrku ke dni stanovenému v §_19_odst._1 , nebo nevyhotoví výroční zprávu podle §_21_odst._1_až_5 , c) vede účetnictví v rozporu s §_7_odst._1_a_2 , d) vede účetnictví v rozporu s §_8_odst._2 , e) jí sestavená účetní závěrka neobsahuje všechny povinné součásti uvedené v §_18_odst._1 nebo 2 , f) v rozporu s §_20_odst._1 nemá účetní závěrku ověřenou auditorem nebo v rozporu s §_21_odst._6 nemá výroční zprávu ověřenou auditorem , g) nezveřejní účetní závěrku nebo výroční zprávu podle §_21a , nebo h) v rozporu s §_31 neuschová účetní záznamy .	(1) účetní jednotka , který být podnikatel , se dopustit přestupek ten , že a) vést účetnictví podle §_4_odst._2_až_6 , b) sestavit účetní závěrka podle §_6_odst._4 , nebo sestavit účetní závěrka k den stanovený v §_19_odst._1 , nebo vyhotovit výroční zpráva podle §_21_odst._1_až_5 , c) vést účetnictví v rozpor s §_7_odst._1_a_2 , d) vést účetnictví v rozpor s §_8_odst._2 , e) on sestavený účetní závěrka obsahovat všechen povinný součást uvedený v §_18_odst._1 nebo 2 , f) v rozpor s §_20_odst._1 mít účetní závěrka ověřený auditor nebo v rozpor s §_21_odst._6 mít výroční zpráva ověřený auditor , g) zveřejnit účetní závěrka nebo výroční zpráva podle §_21a , nebo h) v rozpor s §_31 uschovat účetní záznam .	_ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _ DET;FEM;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ANIM;INS;MASC;N;POS;SG _ ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V DAT;INAN;MASC;N;POS;SG DET;INS;SG;{MASC/NEUT} _ CONJ _ 3;ACT;FIN;IND;NEG;PRS;SG;V N;NEUT;NOM;POS;SG ADP;GEN _ _ _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ CONJ 3;ACT;FIN;IND;NEG;PL;PRS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG ADJ;DAT;INAN;MASC;POS;SG ADP;ESS _ _ CONJ 3;ACT;FIN;IND;NEG;PL;PRS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V N;NEUT;NOM;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V N;NEUT;NOM;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ _ _ 3;DAT;FEM;PRO;SG ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;DET;FEM;PL ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ACC;ADJ;FEM;PL;POS ADP;ESS _ CONJ NUM _ _ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ACC;ADJ;FEM;POS;SG ANIM;INS;MASC;N;POS;SG CONJ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ACC;ADJ;FEM;POS;SG ANIM;INS;MASC;N;POS;SG _ _ 3;ACT;FIN;IND;NEG;PL;PRS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG CONJ ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ CONJ _ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS _
(3) investiční činností se rozumí pořízení a prodej dlouhodobého majetku , popřípadě činnost související s poskytováním úvěrů , půjček a výpomocí , které nejsou považovány za provozní činnost .	(3) investiční činnost se rozumět pořízení a prodej dlouhodobý majetek , popřípadě činnost související s poskytování úvěr , půjčka a výpomoc , který být považovaný za provozní činnost .	_ ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V N;NEUT;NOM;POS;SG CONJ INAN;MASC;N;NOM;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _ ADV ACC;FEM;N;POS;SG ACC;ACT;ADJ;FEM;IPFV;POS;PRS;SG;V.PTCP ADP;INS INS;N;NEUT;POS;SG GEN;INAN;MASC;N;PL;POS _ FEM;GEN;N;PL;POS CONJ FEM;GEN;N;PL;POS _ DET;FEM;NOM;PL 3;ACT;FIN;IND;NEG;PL;PRS;V ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} ACC;ADP ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG _
(9) dlouhodobým nehmotným majetkem nejsou zejména znalecké posudky , průzkumy trhu , plány rozvoje , návrhy propagačních a reklamních akcí , certifikace systému jakosti a software pro řízení technologií nebo pro zařízení , která bez tohoto software nemohou fungovat .	(9) dlouhodobý hmotný majetek být zejména znalecký posudek , průzkum trh , plán rozvoj , návrh propagační a reklamní akce , certifikace systém jakost a software pro řízení technologie nebo pro zařízení , který bez tento software moci fungovat .	_ ADJ;INAN;INS;MASC;POS;SG ADJ;INAN;INS;MASC;NEG;SG INAN;INS;MASC;N;POS;SG 3;ACT;FIN;IND;NEG;PL;PRS;V ADV ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS _ INAN;MASC;N;NOM;PL;POS GEN;INAN;MASC;N;POS;SG _ INAN;MASC;N;NOM;PL;POS GEN;INAN;MASC;N;POS;SG _ INAN;MASC;N;NOM;PL;POS ADJ;FEM;GEN;PL;POS CONJ ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS _ FEM;N;NOM;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG CONJ GEN;INAN;MASC;N;POS;SG ACC;ADP ACC;N;NEUT;POS;SG FEM;GEN;N;PL;POS CONJ ACC;ADP ACC;N;NEUT;PL;POS _ DET;NEUT;NOM;PL ADP;GEN DET;GEN;SG;{MASC/NEUT} GEN;INAN;MASC;N;POS;SG 3;ACT;FIN;IND;NEG;PL;PRS;V NFIN;POS;V _
(3) povinnosti spojené s uschováním účetních záznamů , jakož i povinnosti podle §_33_odst._3 přecházejí u účetních jednotek uvedených v a)_§_1_odst._2_písm._a)_až_c) na právního nástupce této účetní jednotky , a není-li ho , na likvidátora či insolvenčního správce nebo jinou osobu podle zvláštních právních předpisů , b)_§_1_odst._2_písm._d)_až_h) v případě úmrtí na dědice , převezme-li věci , práva či jiné majetkové hodnoty , náležející k účetní jednotce ; připadne-li dědictví nebo jeho část zahrnující věci , práva či jiné majetkové hodnoty , které náleží k účetní jednotce , státu , přecházejí uvedené povinnosti na příslušnou organizační složku státu , která vyrozumí státní archiv .	(3) povinnost spojený s uschování účetní záznam , jakož i povinnost podle §_33_odst._3 přecházet u účetní jednotka uvedený v a)_§_1_odst._2_písm._a)_až_c) na právní nástupce tento účetní jednotka , a není-li on , na likvidátor či insolvenčního správec nebo jiný osoba podle zvláštní právní předpis , b)_§_1_odst._2_písm._d)_až_h) v případ úmrtí na dědic , převezme-li věc , právo či jiný majetkový hodnota , náležející k účetní jednotka ; připadne-li dědictví nebo jeho část zahrnující věc , právo či jiný majetkový hodnota , který náležet k účetní jednotka , stát , přecházet uvedený povinnost na příslušný organizační složka stát , který vyrozumět státní archiv .	_ FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS ADP;INS INS;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ CONJ CONJ FEM;N;NOM;PL;POS ADP;GEN _ 3;ACT;FIN;IND;PL;POS;PRS;V ADP;GEN ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADJ;FEM;GEN;PL;POS ADP;ESS _ ACC;ADP ACC;ADJ;ANIM;MASC;POS;SG ACC;ANIM;MASC;N;POS;SG DET;FEM;GEN;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ CONJ _ 3;ACC;PRO;SG;{MASC/NEUT} _ ACC;ADP ACC;ANIM;MASC;N;POS;SG CONJ _ ACC;ANIM;MASC;N;PL;POS CONJ ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;PL;POS ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ _ ADP;ESS ESS;INAN;MASC;N;POS;SG GEN;N;NEUT;POS;SG ACC;ADP ACC;ANIM;MASC;N;PL;POS _ _ FEM;N;NOM;PL;POS _ N;NEUT;NOM;PL;POS CONJ ADJ;FEM;NOM;PL;POS ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS _ ACT;ADJ;FEM;IPFV;NOM;PL;POS;PRS;V.PTCP ADP;DAT ADJ;DAT;FEM;POS;SG DAT;FEM;N;POS;SG _ _ N;NEUT;NOM;POS;SG CONJ 3;DET;PSSS FEM;N;NOM;POS;SG ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP ACC;FEM;N;PL;POS _ ACC;N;NEUT;PL;POS CONJ ADJ;FEM;NOM;PL;POS ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS _ ACC;DET;FEM;PL 3;ACT;FIN;IND;POS;PRS;SG;V ADP;DAT ADJ;DAT;FEM;POS;SG DAT;FEM;N;POS;SG _ DAT;INAN;MASC;N;POS;SG _ 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ACC;ADP ACC;ADJ;FEM;POS;SG ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG GEN;INAN;MASC;N;POS;SG _ DET;FEM;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG _
(4) v případě , že rozsah a obsah účetních případů v účetním období , ve kterém nebo za které k porušení povinnosti došlo , je srovnatelný s rozsahem a obsahem účetních případů bezprostředně předcházejícího účetního období , kvalifikovaným odhadem pro účely odstavce 3 se rozumí hodnota aktiv celkem zjištěná z účetní závěrky sestavené za toto předcházející účetní období .	(4) v případ , že rozsah a obsah účetní případ v účetní období , v který nebo za který k porušení povinnost dojít , být srovnatelný s rozsah a obsah účetní případ bezprostředně předcházející účetní období , kvalifikovaný odhad pro účel odstavec 3 se rozumět hodnota aktiv celkem zjištěný z účetní závěrka sestavený za tento předcházející účetní období .	_ ADP;ESS ESS;INAN;MASC;N;POS;SG _ CONJ INAN;MASC;N;NOM;POS;SG CONJ INAN;MASC;N;NOM;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADP;ESS ADJ;ESS;NEUT;POS;SG ESS;N;NEUT;POS;SG _ ADP;ESS DET;ESS;SG;{MASC/NEUT} CONJ ACC;ADP ACC;DET;MASC;PL ADP;DAT DAT;N;NEUT;POS;SG FEM;GEN;N;POS;SG ACT;NEUT;POS;PST;SG;V;V.PTCP _ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;INAN;MASC;NOM;POS;SG ADP;INS INAN;INS;MASC;N;POS;SG CONJ INAN;INS;MASC;N;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADV;POS ACT;ADJ;GEN;IPFV;NEUT;POS;PRS;SG;V.PTCP ADJ;GEN;NEUT;POS;SG GEN;N;NEUT;POS;SG _ ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ACC;ADP ACC;INAN;MASC;N;PL;POS GEN;INAN;MASC;N;POS;SG NUM ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V FEM;N;NOM;POS;SG INAN;MASC;N;NOM;POS;SG ADV ADJ;FEM;NOM;POS;SG ADP;GEN ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;POS;SG ACC;ADP ACC;DET;NEUT;SG ACC;ACT;ADJ;FEM;IPFV;PL;POS;PRS;V.PTCP ACC;ADJ;NEUT;POS;SG ACC;N;NEUT;POS;SG _
2 . pro účtování o preferenčních limitech nabytých v účetních obdobích , která předcházela účetnímu období započatému v roce 2005 , použijí účetní jednotky účetní metody , které byly použity při jejich nabytí , a to až do doby jejich vyřazení bez ohledu na nabytí účinnosti této vyhlášky .	2 . pro účtování o preferenční limit nabytý v účetní období , který předcházet účetní období započatý v rok 2005 , použít účetní jednotka účetní metoda , který být použitý při jeho nabytí , a ten až do doba jeho vyřazení bez ohled na nabytí účinnost tento vyhláška .	NUM _ ACC;ADP ACC;N;NEUT;POS;SG ADP;ESS ADJ;ESS;INAN;MASC;PL;POS ESS;INAN;MASC;N;PL;POS ADJ;ESS;INAN;MASC;PL;POS ADP;ESS ADJ;ESS;NEUT;PL;POS ESS;N;NEUT;PL;POS _ DET;FEM;NOM;SG ACT;POS;PST;V;V.PTCP;{FEM/NEUT};{PL/SG} ADJ;DAT;NEUT;POS;SG DAT;N;NEUT;POS;SG ADJ;DAT;NEUT;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG NUM _ 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS _ DET;FEM;NOM;PL ACT;INAN;PL;POS;PST;V;V.PTCP;{FEM/MASC} ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} ADP;ESS 3;DET;PSSP ESS;N;NEUT;POS;SG _ CONJ ACC;DET;NEUT;SG PART ADP;GEN FEM;GEN;N;POS;SG 3;DET;PSSP GEN;N;NEUT;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG ACC;ADP ACC;N;NEUT;POS;SG FEM;GEN;N;POS;SG DET;FEM;GEN;SG FEM;GEN;N;POS;SG _
případné výjimky z tohoto ustanovení účetní jednotka uvede v příloze .	případný výjimka z tento ustanovení účetní jednotka uvést v příloha .	ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ADP;GEN DET;GEN;SG;{MASC/NEUT} GEN;N;NEUT;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADP;ESS ESS;FEM;N;POS;SG _
(3) účetní jednotky zúčastněné na přeměně společnosti otevírají účetní knihy k rozhodnému dni přeměny společnosti a vedou účetnictví samostatně od rozhodného dne přeměny společnosti do dne zápisu přeměny společnosti do obchodního rejstříku .	(3) účetní jednotka zúčastněný na přeměna společnost otevírat účetní kniha k rozhodný den přeměna společnost a vést účetnictví samostatně od rozhodný den přeměna společnost do den zápis přeměna společnost do obchodní rejstřík .	_ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS ADP;ESS ESS;FEM;N;POS;SG FEM;GEN;N;POS;SG 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADP;DAT ADJ;DAT;NEUT;POS;SG DAT;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG FEM;GEN;N;POS;SG CONJ 3;ACT;FIN;IND;PL;POS;PRS;V ACC;N;NEUT;POS;SG ADV;POS ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _
(4) délka účetního období při konsolidaci účetní závěrky musí být stejná .	(4) délka účetní období při konsolidace účetní závěrka muset být stejný .	_ FEM;N;NOM;POS;SG ADJ;GEN;NEUT;POS;SG GEN;N;NEUT;POS;SG ADP;ESS ESS;FEM;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V NFIN;POS;V ADJ;FEM;NOM;POS;SG _
aktiva a závazky podle věty první musí splňovat podmínky platné pro zajišťovací derivát podle §_52_odst._3_a_4 ; přestanou-li splňovat uvedené podmínky , postupuje účetní jednotka od tohoto okamžiku podle odstavců 1 až 3 .	aktivum a závazek podle věta první muset splňovat podmínka platný pro zajišťovací derivát podle §_52_odst._3_a_4 ; přestanou-li splňovat uvedený podmínka , postupovat účetní jednotka od tento okamžik podle odstavec 1 až 3 .	N;NEUT;NOM;PL;POS CONJ INAN;MASC;N;NOM;PL;POS ADP;GEN FEM;GEN;N;POS;SG ACC;ADJ;FEM;SG 3;ACT;FIN;IND;POS;PRS;SG;V NFIN;POS;V ACC;FEM;N;PL;POS ACC;ADJ;FEM;PL;POS ACC;ADP ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG ADP;GEN _ _ _ NFIN;POS;V ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS _ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADP;GEN DET;GEN;SG;{MASC/NEUT} GEN;INAN;MASC;N;POS;SG ADP;GEN GEN;INAN;MASC;N;PL;POS NUM PART NUM _
